BAS.INSTNAME,Country,BAS.WEBSITE
Πανεπιστήμιο Κύπρου,Cyprus,http://www.ucy.ac.cy
Ανοικτό Πανεπιστήμιο Κύπρου,Cyprus,http://www.ouc.ac.cy
Τεχνολογικό Πανεπιστήμιο Κύπρου,Cyprus,http://www.cut.ac.cy
Πανεπιστήμιο Λευκωσίας,Cyprus,http://www.unic.ac.cy
Πανεπιστήμιο Frederick,Cyprus,http://www.frederick.ac.cy
Ευρωπαϊκό Πανεπιστήμιο Κύπρου,Cyprus,http://www.euc.ac.cy
Ανώτερου Ξενοδοχειακού Ινστιτούτου Κύπρου,Cyprus,http://www.hhic.moec.gov.cy/moec/hhic/hhic.nsf/index_en/index_en?opendocument
Αστυνομική Ακαδημία Κύπρου,Cyprus,https://www.police.gov.cy/police/police.nsf/policeacademy_en/policeacademy_en?opendocument
Alexander College,Cyprus,http://www.alexander.ac.cy
American College,Cyprus,http://www.ac.ac.cy
Casa College,Cyprus,http://www.casacollege.com
C.D.A. College,Cyprus,http://www.cdacollege.ac.cy
College of Tourism and Hotel Management,Cyprus,http://www.cothm.ac.cy
Cyprus College,Cyprus,http://www.cycollege.ac.cy
Cyprus College of Art,Cyprus,http://enqui7024.wix.com/cypruscollegeofart
Cyprus International Institute of Management,Cyprus,https://www.uol.ac.cy/en/
Frederick Institute of Technology,Cyprus,http://www.fit.ac.cy/
Global College,Cyprus,http://www.globalcollege.ac.cy
Intercollege,Cyprus,http://www.intercollege.ac.cy
KES College,Cyprus,http://www.kescollege.ac.cy/
Internapa College,Cyprus,http://www.internapa.ac.cy/
The CTL Eurocollege,Cyprus,http://www.ctleuro.ac.cy
The Philips College,Cyprus,http://www.philips.ac.cy
Ledra College,Cyprus,http://ledra.ac.cy/
Πανεπιστημιο Νεαπολης,Cyprus,http://www.nup.ac.cy
The Cyprus Institute,Cyprus,http://www.cyi.ac.cy
Larnaca College,Cyprus,http://www.larnacacollege.ac.cy
Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics,Cyprus,http://www.cing.ac.cy/csmm/
University of Central Lancashire - Cyprus,Cyprus,http://www.uclancyprus.ac.cy
Mesoyios College (Pafos),Cyprus,http://www.mesoyios.ac.cy/
City Unity College Nicosia,Cyprus,http://www.cityu.ac.cy/
American University of Cyprus,Cyprus,https://aucy.ac.cy/
Philips University,Cyprus,https://philipsuni.ac.cy/
Akademie múzických umění v Praze,Checz,https://www.amu.cz/en/
Akademie výtvarných umění v Praze,Checz,http://www.avu.cz/
Česká zemědělská univerzita v Praze,Checz,http://www.czu.cz/cs/
České vysoké učení technické v Praze,Checz,http://www.cvut.cz/
Janáčkova akademie múzických umění v Brně,Checz,http://www.jamu.cz/
Jihočeská univerzita v Českých Budějovicích,Checz,http://www.jcu.cz/
Masarykova univerzita,Checz,http://www.muni.cz/
Mendelova univerzita v Brně,Checz,http://www.mendelu.cz/
Ostravská univerzita,Checz,http://www.osu.eu/
Slezská univerzita v Opavě,Checz,http://www.slu.cz/
Technická univerzita v Liberci,Checz,http://www.tul.cz/en/
Univerzita Hradec Králové,Checz,http://www.uhk.cz/
Univerzita J. E. Purkyně v Ústí nad Labem,Checz,http://www.ujep.cz/
Univerzita Karlova,Checz,http://www.cuni.cz/
Univerzita Palackého v Olomouci,Checz,http://www.upol.cz/
Univerzita Pardubice,Checz,http://www.upce.cz/
Univerzita Tomáše Bati ve Zlíně,Checz,http://www.utb.cz/
Veterinární a farmaceutická univerzita Brno,Checz,http://www.vfu.cz/
Vysoká škola báňská - Technická univerzita Ostrava,Checz,http://www.vsb.cz/cs/
Vysoká škola ekonomická v Praze,Checz,http://www.vse.cz/
Vysoká škola chemicko-technologická v Praze,Checz,http://www.vscht.cz/
Vysoká škola polytechnická Jihlava,Checz,http://www.vspj.cz/
Vysoká škola technická a ekonomická v Českých Budějovicích,Checz,http://www.vstecb.cz/
Vysoká škola umělecko-průmyslová v Praze,Checz,http://www.vsup.cz/
Vysoké učení technické v Brně,Checz,http://www.vutbr.cz/
Západočeská univerzita v Plzni,Checz,http://www.zcu.cz/
"Bankovní institut vysoká škola, a.s.",Checz,http://www.bivs.cz/
"Evropský polytechnický institut, s.r.o.",Checz,https://akademie-huspol.cz/en/o-nas-en/
University College Prague – Vysoká škola mezinárodních vztahů a Vysoká škola hotelová a ekonomická s.r.o.,Checz,http://www.vsh.cz/
"Vysoká škola finanční a správní, o.p.s.",Checz,http://www.vsfs.cz/
"Vysoká škola Karlovy Vary, o.p.s.",Checz,http://www.vskv.cz/
"Vysoká škola podnikání, a.s.",Checz,http://www.vsp.cz/
ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s.,Checz,http://www.savs.cz/
"International  ART CAMPUS Prague, s.r.o.",Checz,http://www.lit-akad.cz/
"Soukromá vysoká škola ekonomických studií, s.r.o.",Checz,http://www.svses.cz/
"Vysoká škola obchodní v Praze, o.p.s.",Checz,http://www.vso.cz/
"Vysoká škola Sting, o.p.s.",Checz,http://www.sting.cz/
"Metropolitní univerzita v Praze, o.p.s.",Checz,http://www.mup.cz/
"Univerzita Jana Amose Komenského Praha, s.r.o.",Checz,http://www.ujak.cz/
"Vysoká škola Karla Engliše v Brně, a.s.",Checz,http://www.vske.cz/
"Anglo-americká vysoká škola, z.ú.",Checz,http://www.aauni.edu/
"Pražská vysoká škola psychosociálních studií, s.r.o.",Checz,http://www.pvsps.cz/en/
"Vysoká škola aplikovaného práva, s.r.o.",Checz,http://www.vsap.cz/
"Vysoká škola ekonomie a managementu, o.p.s.",Checz,http://www.vsem.cz/
"University of New York in Prague, s.r.o.",Checz,http://www.unyp.cz/
"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",Checz,http://www.vsmie.cz/
"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",Checz,http://vsmvv.cz/en/
"Středočeský vysokoškolský institut, s.r.o. - Kladno",Checz,http://www.vsmiep.cz/
"Mezinárodní baptistický teologický seminář Evropské baptistické federace, o.p.s.",Checz,http://www.ibts.cz/
"Západomoravská vysoká škola Třebíč, o.p.s.",Checz,http://www.zmvs.cz/
"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s.r.o.",Checz,http://www.vspsv.cz/
"Vysoká škola evropských a regionálních studií, o.p.s.",Checz,http://www.vsers.cz/
Rašínova vysoká škola s.r.o. - Brno,Checz,http://www.ravys.cz/
"Vysoká škola regionálního rozvoje, s.r.o.",Checz,http://www.vsrr.cz/
"Filmová akademi Miroslava Ondříčka v Písku, o.p.s.",Checz,http://www.filmovka.cz/
"Vysoká škola tělesné výchovy a sportu Palestra, s.r.o.",Checz,http://www.palestra.cz/
"Vysoká škola NEWTON, a.s.",Checz,http://www.newtoncollege.cz/
"Vysoká škola logistiky, o.p.s.",Checz,http://www.vslg.cz/
"Vysoká škola zdravotnická, o.p.s.",Checz,http://www.vszdrav.cz/
"B.I.B.S., a.s.",Checz,http://www.bibs.cz/
"Soukromá vysoká škola ekonomická Znojmo, s.r.o.",Checz,http://www.svse.cz/
"Moravská vysoká škola Olomouc, o.p.s.",Checz,http://www.mvso.cz/
"Vysoká škola obchodní a hotelová, s.r.o.",Checz,http://www.hotskolabrno.cz/
"CEVRO Institut, o.p.s.",Checz,http://cevroinstitut.cz/en/
"Unicorn Vysoká škola, s.r.o.",Checz,http://www.unicorncollege.cz/
Vysoká škola realitní - Institut Franka Dysona s.r.o.,Checz,http://www.fdyson.cz/
Vysoká škola PRIGO,Checz,http://www.vsss.cz/
"AKCENT College, s.r.o.",Checz,http://www.akcentcollege.cz/
Policejní akademie České republiky v Praze,Checz,http://www.polac.cz/
Univerzita obrany v Brně,Checz,http://www.unob.cz/
"ARCHIP, s.r.o.",Checz,https://www.archip.eu/
"Vysoká škola aplikované psychologie, s.r.o.",Checz,http://www.vsaps.cz/
"ART & DESIGN INSTITUT, s.r.o.",Checz,http://www.artdesigninstitut.cz/
"Panevropská univerzita, a.s.",Checz,https://www.vspp.cz/
"Vysoká škola kreativní komunikace, s.r.o.",Checz,https://www.vskk.cz/en/
"Vysoká škola finanční a správní, a.s.",Checz,https://www.vsfs.cz/
Ambis Vysoká škola,Checz,https://www.ambis.cz/
Prague City Vysoká škola s. r. o.,Checz,https://www.praguecityuniversity.cz/
Albert-Ludwigs-Universität Freiburg,Deutschland,http://www.uni-freiburg.de/
Ruprecht-Karls-Universität Heidelberg,Deutschland,http://www.uni-heidelberg.de/
Universität Hohenheim,Deutschland,http://www.uni-hohenheim.de
Karlsruher Institut für Technologie (KIT) - Bereich Hochschule,Deutschland,http://www.kit.edu/english/index.php
Universität Konstanz,Deutschland,http://www.uni-konstanz.de
Universität Mannheim,Deutschland,https://www.uni-mannheim.de/en/
Universität Stuttgart,Deutschland,http://www.uni-stuttgart.de
Eberhard Karls Universität Tübingen,Deutschland,http://www.uni-tuebingen.de/
Universität Ulm,Deutschland,http://www.uni-ulm.de/
Zeppelin Universität Friedrichshafen (Priv. H),Deutschland,http://www.zeppelin-university.de
Allensbach Hochschule,Deutschland,http://www.allensbach-hochschule.de/
"Freie Hochschule Stuttgart, Seminar für Waldorfpädagogik",Deutschland,http://www.freie-hochschule-stuttgart.de
Hochschule für jüdische Studien Heidelberg,Deutschland,http://www.hfjs.eu/profile/index.html
Universität Augsburg,Deutschland,http://www.uni-augsburg.de
Otto-Friedrich-Universität Bamberg,Deutschland,http://www.uni-bamberg.de
Universität Bayreuth,Deutschland,http://www.uni-bayreuth.de
Katholische Universität Eichstätt-Ingolstadt (KU),Deutschland,http://www.ku.de/en/
Friedrich-Alexander-Universität Erlangen-Nürnberg,Deutschland,https://www.fau.eu/
Ludwig-Maximilians-Universität München,Deutschland,http://www.uni-muenchen.de/index.html
Technische Universität München,Deutschland,https://www.tum.de/
Universität der Bundeswehr München,Deutschland,http://www.unibw.de
Hochschule für Politik München,Deutschland,https://www.hfp.tum.de/en/hfp/home/
Universität Passau,Deutschland,http://www.uni-passau.de
Universität Regensburg,Deutschland,http://www.uni-regensburg.de
Julius-Maximilians-Universität Würzburg,Deutschland,http://www.uni-wuerzburg.de
Freie Universität Berlin,Deutschland,http://www.fu-berlin.de
Technische Universität Berlin,Deutschland,http://www.tu-berlin.de
Charité - Universitätsmedizin Berlin,Deutschland,http://www.charite.de
Humboldt-Universität zu Berlin,Deutschland,http://www.hu-berlin.de
ESCP-EAP Europäische Wirtschaftshochschule Berlin,Deutschland,http://www.escpeurope.eu
"European School of Management and Technology, Berlin (Priv. H)",Deutschland,http://www.esmt.org
Hertie School of Governance Berlin (Priv. wiss. H),Deutschland,http://www.hertie-school.org
Steinbeis-Hochschule Berlin (Priv. H),Deutschland,http://www.steinbeis-hochschule.de/
Deutsche Universität für Weiterbildung Berlin (Priv. wiss. H),Deutschland,http://www.duw-berlin.de
Brandenburgische Technische Universität Cottbus,Deutschland,https://www.b-tu.de/
Europa-Universität Viadrina Frankfurt (Oder),Deutschland,https://www.europa-uni.de/en/index.html
Universität Potsdam,Deutschland,http://www.uni-potsdam.de
Universität Bremen,Deutschland,http://www.uni-bremen.de
Constructor University Bremen gGmbH (Priv. U),Deutschland,http://www.jacobs-university.de
Universität Hamburg,Deutschland,http://www.uni-hamburg.de
Technische Universität Hamburg-Harburg,Deutschland,https://www.tuhh.de/tuhh/en/startpage
Hafencity Universität Hamburg,Deutschland,http://www.hcu-hamburg.de
Helmut-Schmidt-Universität Hamburg,Deutschland,http://www.hsu-hh.de
Bucerius Law School Hamburg (Priv. H),Deutschland,http://www.law-school.de
Technische Universität Darmstadt,Deutschland,http://www.tu-darmstadt.de
Johann Wolfgang Goethe-Universität Frankfurt am Main,Deutschland,http://www.goethe-university-frankfurt.de/en?locale=en
Justus-Liebig-Universität Gießen,Deutschland,http://www.uni-giessen.de
Universität Kassel,Deutschland,http://www.uni-kassel.de
Philipps-Universität Marburg,Deutschland,http://www.uni-marburg.de
Frankfurt School of Finance & Management-HfB (Priv. H),Deutschland,http://www.frankfurt-school.de
EBS Universität für Wirtschaft und Recht (Priv.),Deutschland,http://www.ebs.edu
Universität Greifswald,Deutschland,http://www.uni-greifswald.de
Universität Rostock,Deutschland,http://www.uni-rostock.de
Technische Universität Carolo-Wilhelmina zu Braunschweig,Deutschland,http://www.tu-braunschweig.de
Technische Universität Clausthal,Deutschland,http://www.tu-clausthal.de
Georg-August-Universität Göttingen,Deutschland,http://www.uni-goettingen.de
Gottfried Wilhelm Leibniz Universität Hannover,Deutschland,http://www.uni-hannover.de
Medizinische Hochschule Hannover,Deutschland,https://www.mh-hannover.de/index.php?id=2&L=1
Tierärztliche Hochschule Hannover,Deutschland,http://www.tiho-hannover.de
Stiftung Universität Hildesheim,Deutschland,http://www.uni-hildesheim.de
Leuphana Universität Lüneburg,Deutschland,http://www.leuphana.de
Carl von Ossietzky Universität Oldenburg,Deutschland,https://uol.de/
Universität Osnabrück,Deutschland,http://www.uni-osnabrueck.de
Universität Vechta,Deutschland,http://www.uni-vechta.de
RWTH Aachen,Deutschland,http://www.rwth-aachen.de
Universität Bielefeld,Deutschland,http://www.uni-bielefeld.de
Ruhr-Universität Bochum,Deutschland,https://www.ruhr-uni-bochum.de/de
Rheinische Friedrich-Wilhelms-Universität Bonn,Deutschland,http://www.uni-bonn.de
Technische Universität Dortmund,Deutschland,https://www.tu-dortmund.de/
Heinrich-Heine-Universität Düsseldorf,Deutschland,http://www.uni-duesseldorf.de/
Universität Duisburg-Essen,Deutschland,http://www.uni-due.de
Fernuniversität in Hagen,Deutschland,http://www.fernuni-hagen.de
Universität zu Köln,Deutschland,http://www.uni-koeln.de
Deutsche Sporthochschule Köln,Deutschland,http://www.dshs-koeln.de
Westfälische Wilhelms-Universität Münster,Deutschland,http://www.uni-muenster.de
Universität Paderborn,Deutschland,http://www.uni-paderborn.de
Universität Siegen,Deutschland,http://www.uni-siegen.de
Bergische Universität Wuppertal,Deutschland,http://www.uni-wuppertal.de
Universität Witten/Herdecke,Deutschland,http://www.uni-wh.de
"Deutsche Hochschule der Polizei, Münster",Deutschland,http://www.dhpol.de
Technische Universität Kaiserslautern,Deutschland,https://www.uni-kl.de/
Universität Koblenz-Landau,Deutschland,https://www.uni-koblenz.de/de
Johannes Gutenberg-Universität Mainz,Deutschland,http://www.uni-mainz.de
Deutsche Universität für Verwaltungswissenschaften Speyer,Deutschland,https://www.uni-speyer.de/
Universität Trier,Deutschland,http://www.uni-trier.de
WHU – Otto Beisheim School of Management,Deutschland,http://www.whu.edu
Universität des Saarlandes Saarbrücken,Deutschland,http://www.uni-saarland.de
Technische Universität Chemnitz,Deutschland,http://www.tu-chemnitz.de
Technische Universität Dresden,Deutschland,http://www.tu-dresden.de
Technische Universität Bergakademie Freiberg,Deutschland,http://www.tu-freiberg.de
Universität Leipzig,Deutschland,http://www.uni-leipzig.de
Internationales Hochschulinstitut Zittau,Deutschland,http://www.ihi-zittau.de
DIU-Dresden Intern. University GmbH Dresden (Priv. H),Deutschland,http://www.di-uni.de
HHL Leipzig Graduate School of Management,Deutschland,http://www.hhl.de
Martin-Luther-Universität Halle-Wittenberg,Deutschland,http://www.uni-halle.de
Otto-von-Guericke-Universität Magdeburg,Deutschland,http://www.ovgu.de
